"tree_type","pair_type","excluded_status","pairwise_distance"
"consensus","same_household","included_transmission",0.001887637906
"consensus","same_household","included_transmission",0.002020322073
"consensus","same_household","included_transmission",0.001887785761
"consensus","same_household","included_transmission",0.001788489488
"consensus","different_household",NA,0.002053193248
"consensus","different_household",NA,0.002017161302
"consensus","same_household","included_transmission",0.002053519426
"consensus","different_household",NA,0.001854688041
"consensus","different_household",NA,0.001854688041
"consensus","same_household","included_transmission",0.00178849333
"consensus","same_household","included_transmission",0.001953958055
"consensus","different_household",NA,0.002119857529
"consensus","different_household",NA,0.002119857529
"consensus","different_household",NA,0.001887762424
"consensus","same_household","included_transmission",0.003639002221
"consensus","different_household",NA,0.000792922188
"consensus","different_household",NA,0.000792922188
"consensus","same_household","included_transmission",0.000759788651
"consensus","different_household",NA,0.000693704633
"consensus","different_household",NA,0.000759912198
"consensus","different_household",NA,0.000759912198
"consensus","same_household","included_transmission",0.000627579998
"consensus","different_household",NA,0.000495642174
"consensus","different_household",NA,0.000495642174
"consensus","same_household","included_transmission",0.000594716765
"consensus","same_household","included_transmission",0.000627776645
"consensus","same_household","included_transmission",0.000528657962
"consensus","same_household","included_transmission",0.000561694116
"consensus","same_household","included_transmission",0.000561684708
"consensus","same_household","included_transmission",0.00046262522
"consensus","different_household",NA,0.000264463909
"consensus","different_household",NA,0.000264463909
"consensus","different_household",NA,0.000264462909
"consensus","same_household","included_transmission",0.000330384621
"consensus","different_household",NA,0.000561554609
"consensus","different_household",NA,0.000561554609
"consensus","different_household",NA,0.000495494247
"consensus","different_household",NA,0.000528504143
"consensus","same_household","included_transmission",0.000760246028
"consensus","different_household",NA,0.000660850418
"consensus","different_household",NA,0.000660850418
"consensus","different_household",NA,0.000660849418
"consensus","same_household","included_transmission",0.000660871525
"consensus","different_household",NA,0.000594675307
"consensus","different_household",NA,0.000594675307
"consensus","same_household","included_transmission",0.000627777204
"consensus","different_household",NA,0.000528547168
"consensus","different_household",NA,0.000528547168
"consensus","different_household",NA,0.000561834761
"consensus","different_household",NA,0.000561834761
"consensus","different_household",NA,0.000727155917
"consensus","different_household",NA,0.000727155917
"consensus","same_household","included_transmission",0.000528880308
"consensus","different_household",NA,0.000594498134
"consensus","different_household",NA,0.000594498134
"consensus","same_household","included_transmission",0.000594506837
"consensus","different_household",NA,0.000627564686
"consensus","different_household",NA,0.000660618241
"consensus","different_household",NA,0.000660618241
"consensus","different_household",NA,0.000594564335
"consensus","different_household",NA,0.000594564335
"consensus","same_household","included_transmission",0.000660689329
"consensus","different_household",NA,0.000495442055
"consensus","different_household",NA,0.000495442055
"consensus","different_household",NA,0.000594516408
"consensus","different_household",NA,0.000594516408
"consensus","different_household",NA,0.000594522701
"consensus","different_household",NA,0.000594522701
"consensus","same_household","included_transmission",0.000693746706
"consensus","different_household",NA,0.000660592558000001
"consensus","different_household",NA,0.000660592558000001
"consensus","same_household","included_transmission",0.000561586705
"consensus","different_household",NA,0.000627560984
"consensus","different_household",NA,0.000627560984
"consensus","different_household",NA,0.000594763216
"consensus","different_household",NA,0.000553442033000001
"consensus","same_household","included_transmission",0.000495427723
"consensus","same_household","included_transmission",0.0006606016
"consensus","same_household","included_transmission",0.000495452198
"consensus","different_household",NA,0.000991656988
"consensus","different_household",NA,0.000759767797
"consensus","different_household",NA,0.000759767797
"consensus","different_household",NA,0.000693595534
"consensus","different_household",NA,0.000693595534
"consensus","same_household","included_transmission",0.000825938206
"consensus","same_household","included_transmission",0.000660548175
"consensus","different_household",NA,0.000660538149
"consensus","different_household",NA,0.000660538149
"consensus","same_household","included_transmission",0.000561466415
"consensus","same_household","included_transmission",0.000660673549
"consensus","same_household","included_transmission",0.000561491811
"consensus","same_household","included_transmission",0.000660919896
"consensus","same_household","included_transmission",0.000627606059
"consensus","same_household","included_transmission",0.000627808169
"consensus","same_household","included_transmission",0.000561572673
"consensus","different_household",NA,0.000561518308
"consensus","different_household",NA,0.000561518308
"consensus","different_household",NA,0.000528490318
"consensus","different_household",NA,0.000528490318
"consensus","same_household","included_transmission",0.000561555212
"consensus","different_household",NA,0.000627631338
"consensus","different_household",NA,0.000660664568
"consensus","different_household",NA,0.000660664568
"consensus","different_household",NA,0.000495439262
"consensus","different_household",NA,0.000462430554
"consensus","different_household",NA,0.000462424335
"consensus","different_household",NA,0.000462424335
"consensus","same_household","included_transmission",0.000726949471
"consensus","different_household",NA,0.000495503075
"consensus","different_household",NA,0.000495503075
"consensus","same_household","included_transmission",0.000693837806
"consensus","different_household",NA,0.000495451255
"consensus","same_household","included_transmission",0.000561507525
"consensus","different_household",NA,0.000528440217
"consensus","same_household","included_transmission",0.00059447306
"consensus","different_household",NA,0.00066053339
"consensus","different_household",NA,0.000627525734
"consensus","same_household","included_transmission",0.000462418344
"consensus","different_household",NA,0.000462417344
"consensus","same_household","included_transmission",0.000627597713
"consensus","different_household",NA,0.000462412349
"consensus","different_household",NA,0.000462412349
"consensus","same_household","included_transmission",0.000726679564
"consensus","different_household",NA,0.000594486871
"consensus","different_household",NA,0.000594466245
"consensus","same_household","included_transmission",0.000660564145
"consensus","different_household",NA,0.000690293796
"consensus","different_household",NA,0.000727026796
"consensus","same_household","included_transmission",0.000627726212
"consensus","different_household",NA,0.000693746279
"consensus","different_household",NA,0.000627694947
"consensus","different_household",NA,0.00056149943
"consensus","different_household",NA,0.00052842864
"consensus","different_household",NA,0.00052842864
"consensus","same_household","included_transmission",0.000495442567
"consensus","same_household","included_transmission",0.000561532493
"consensus","same_household","included_transmission",0.000561536305
"consensus","same_household","included_transmission",0.000561531981
"consensus","same_household","included_transmission",0.000660707004
"consensus","same_household","included_transmission",0.000528471089
"consensus","same_household","included_transmission",0.000561512926
"consensus","different_household",NA,0.000561536657
"consensus","different_household",NA,0.000561536657
"consensus","different_household",NA,0.000627849669
"consensus","different_household",NA,0.000627849669
"consensus","different_household",NA,0.000528454272
"consensus","same_household","included_transmission",0.000528447856
"consensus","same_household","included_transmission",0.00059460217
"consensus","different_household",NA,0.000561497371
"consensus","different_household",NA,0.000561497371
"consensus","same_household","included_transmission",0.000528480485
"consensus","same_household","included_transmission",0.00052845392
"consensus","different_household",NA,0.000528484863
"consensus","different_household",NA,0.000783562837
"consensus","different_household",NA,0.000660835966
"consensus","same_household","included_transmission",0.000462411909
"consensus","same_household","included_transmission",0.000561469974
"consensus","same_household","included_transmission",0.000495419793
"consensus","different_household",NA,0.000693869683
"consensus","different_household",NA,0.000660791795
"consensus","same_household","included_transmission",0.000561581952
"consensus","same_household","included_transmission",0.000462428939
"consensus","different_household",NA,0.000793372918
"consensus","different_household",NA,0.000826401832
"consensus","different_household",NA,0.00072696028
"consensus","same_household","included_transmission",0.00076074971
"consensus","different_household",NA,0.001634785542
"consensus","different_household",NA,0.001634785542
"consensus","same_household","included_transmission",0.00158722146
"consensus","different_household",NA,0.001719600669
"consensus","different_household",NA,0.001719600669
"consensus","different_household",NA,0.001884816001
"consensus","different_household",NA,0.001719557317
"consensus","different_household",NA,0.001686597746
"consensus","different_household",NA,0.001686597746
"consensus","same_household","included_transmission",0.0015872001
"consensus","same_household","included_transmission",0.001653403645
"consensus","different_household",NA,0.001653387996
"consensus","different_household",NA,0.001653387996
"consensus","same_household","included_transmission",0.00168644602
"consensus","different_household",NA,0.001587258816
"consensus","different_household",NA,0.001587258816
"consensus","different_household",NA,0.001984445497
"consensus","different_household",NA,0.001984445497
"consensus","same_household","included_transmission",0.001851929614
"consensus","same_household","included_transmission",0.001851904545
"consensus","different_household",NA,0.001885044949
"consensus","different_household",NA,0.001885044949
"consensus","different_household",NA,0.001719503372
"consensus","different_household",NA,0.001719503372
"consensus","different_household",NA,0.001851786692
"consensus","different_household",NA,0.001851786692
"consensus","different_household",NA,0.001719491592
"consensus","different_household",NA,0.001686448005
"consensus","same_household","included_transmission",0.001951443262
"consensus","same_household","included_transmission",0.001719508206
"consensus","same_household","included_transmission",0.001885004891
"consensus","same_household","included_transmission",0.001686490111
"consensus","same_household","included_transmission",0.002017562553
"consensus","different_household",NA,0.001818744862
"consensus","different_household",NA,0.001818744862
"consensus","different_household",NA,0.001818724299
"consensus","different_household",NA,0.001818724299
"consensus","different_household",NA,0.001434357778
"consensus","different_household",NA,0.001388779256
"consensus","same_household","included_transmission",0.001620777764
"consensus","same_household","included_transmission",0.001488157718
"consensus","different_household",NA,0.002045919802
"consensus","different_household",NA,0.002086220318
"consensus","same_household","included_transmission",0.001986899683
"consensus","different_household",NA,0.001854603732
"consensus","different_household",NA,0.001854603732
"consensus","different_household",NA,0.001986811995
"consensus","different_household",NA,0.002019838912
"consensus","same_household","included_transmission",0.002185289154
"consensus","same_household","included_transmission",0.001986828102
"consensus","same_household","included_transmission",0.001986834044
"consensus","same_household","included_transmission",0.002119518211
"consensus","same_household","included_transmission",0.001986981899
"consensus","same_household","included_transmission",0.001887685626
"consensus","different_household",NA,0.002152389386
"consensus","different_household",NA,0.00211635744
"consensus","same_household","included_transmission",0.002152715564
"consensus","different_household",NA,0.001953884179
"consensus","different_household",NA,0.001953884179
"consensus","same_household","included_transmission",0.001887689468
"consensus","same_household","included_transmission",0.002053154193
"consensus","different_household",NA,0.002219053667
"consensus","different_household",NA,0.002219053667
"consensus","different_household",NA,0.001986958562
"consensus","same_household","included_transmission",0.003738198359
"consensus","different_household",NA,0.000892118326
"consensus","different_household",NA,0.000892118326
"consensus","same_household","included_transmission",0.000858984789
"consensus","different_household",NA,0.000792900771
"consensus","different_household",NA,0.000859108336
"consensus","different_household",NA,0.000859108336
"consensus","same_household","included_transmission",0.000726776136
"consensus","different_household",NA,0.000594838312
"consensus","different_household",NA,0.000594838312
"consensus","same_household","included_transmission",0.000693912903
"consensus","same_household","included_transmission",0.000726972783
"consensus","same_household","included_transmission",0.0006278541
"consensus","same_household","included_transmission",0.000660890254
"consensus","same_household","included_transmission",0.000660880846
"consensus","same_household","included_transmission",0.000561821358
"consensus","same_household","included_transmission",2e-09
"consensus","same_household","included_transmission",3e-09
"consensus","different_household",NA,0.000330351536
"consensus","different_household",NA,0.000561521524
"consensus","different_household",NA,0.000561521524
"consensus","different_household",NA,0.000495461162
"consensus","different_household",NA,0.000528471058
"consensus","different_household",NA,0.000760212943
"consensus","different_household",NA,0.000660817333
"consensus","different_household",NA,0.000660817333
"consensus","different_household",NA,0.000660816333
"consensus","different_household",NA,0.00066083844
"consensus","different_household",NA,0.000594642222
"consensus","different_household",NA,0.000594642222
"consensus","different_household",NA,0.000627744119
"consensus","different_household",NA,0.000528514083
"consensus","different_household",NA,0.000528514083
"consensus","different_household",NA,0.000561801676
"consensus","different_household",NA,0.000561801676
"consensus","different_household",NA,0.000727122832
"consensus","different_household",NA,0.000727122832
"consensus","different_household",NA,0.000528847223
"consensus","different_household",NA,0.000594465049
"consensus","different_household",NA,0.000594465049
"consensus","different_household",NA,0.000594473752
"consensus","different_household",NA,0.000627531601
"consensus","different_household",NA,0.000660585156
"consensus","different_household",NA,0.000660585156
"consensus","different_household",NA,0.00059453125
"consensus","different_household",NA,0.00059453125
"consensus","different_household",NA,0.000660656244
"consensus","different_household",NA,0.00049540897
"consensus","different_household",NA,0.00049540897
"consensus","different_household",NA,0.000594483323000001
"consensus","different_household",NA,0.000594483323000001
"consensus","different_household",NA,0.000594489616000001
"consensus","different_household",NA,0.000594489616000001
"consensus","different_household",NA,0.000693713621
"consensus","different_household",NA,0.000660559473000001
"consensus","different_household",NA,0.000660559473000001
"consensus","different_household",NA,0.000561553620000001
"consensus","different_household",NA,0.000627527899
"consensus","different_household",NA,0.000627527899
"consensus","different_household",NA,0.000594730131000001
"consensus","different_household",NA,0.000553408948000001
"consensus","different_household",NA,0.000495394638
"consensus","different_household",NA,0.000660568515
"consensus","different_household",NA,0.000495419113
"consensus","different_household",NA,0.000991623903
"consensus","different_household",NA,0.000759734712
"consensus","different_household",NA,0.000759734712
"consensus","different_household",NA,0.000693562449
"consensus","different_household",NA,0.000693562449
"consensus","different_household",NA,0.000825905121
"consensus","different_household",NA,0.00066051509
"consensus","different_household",NA,0.000660505064
"consensus","different_household",NA,0.000660505064
"consensus","different_household",NA,0.00056143333
"consensus","different_household",NA,0.000660640464
"consensus","different_household",NA,0.000561458726
"consensus","different_household",NA,0.000660886811
"consensus","different_household",NA,0.000627572974
"consensus","different_household",NA,0.000627775084
"consensus","different_household",NA,0.000561539588
"consensus","different_household",NA,0.000561485223
"consensus","different_household",NA,0.000561485223
"consensus","different_household",NA,0.000528457233
"consensus","different_household",NA,0.000528457233
"consensus","different_household",NA,0.000561522127
"consensus","different_household",NA,0.000627598253
"consensus","different_household",NA,0.000660631483
"consensus","different_household",NA,0.000660631483
"consensus","different_household",NA,0.000495406177
"consensus","different_household",NA,0.000462397469
"consensus","different_household",NA,0.00046239125
"consensus","different_household",NA,0.00046239125
"consensus","different_household",NA,0.000726916386
"consensus","different_household",NA,0.00049546999
"consensus","different_household",NA,0.00049546999
"consensus","different_household",NA,0.000693804721
"consensus","different_household",NA,0.00049541817
"consensus","different_household",NA,0.00056147444
"consensus","different_household",NA,0.000528407132
"consensus","different_household",NA,0.000594439975
"consensus","different_household",NA,0.000660500305
"consensus","different_household",NA,0.000627492649
"consensus","different_household",NA,0.000462385259
"consensus","different_household",NA,0.000462384259
"consensus","different_household",NA,0.000627564628
"consensus","different_household",NA,0.000462379264
"consensus","different_household",NA,0.000462379264
"consensus","different_household",NA,0.000726646479
"consensus","different_household",NA,0.000594453786
"consensus","different_household",NA,0.00059443316
"consensus","different_household",NA,0.00066053106
"consensus","different_household",NA,0.000690260711
"consensus","different_household",NA,0.000726993711
"consensus","different_household",NA,0.000627693127
"consensus","different_household",NA,0.000693713194
"consensus","different_household",NA,0.000627661862
"consensus","different_household",NA,0.000561466345
"consensus","different_household",NA,0.000528395555
"consensus","different_household",NA,0.000528395555
"consensus","different_household",NA,0.000495409482
"consensus","different_household",NA,0.000561499408
"consensus","different_household",NA,0.00056150322
"consensus","different_household",NA,0.000561498896
"consensus","different_household",NA,0.000660673919
"consensus","different_household",NA,0.000528438004
"consensus","different_household",NA,0.000561479841
"consensus","different_household",NA,0.000561503572
"consensus","different_household",NA,0.000561503572
"consensus","different_household",NA,0.000627816584
"consensus","different_household",NA,0.000627816584
"consensus","different_household",NA,0.000528421187
"consensus","different_household",NA,0.000528414771
"consensus","different_household",NA,0.000594569085
"consensus","different_household",NA,0.000561464286
"consensus","different_household",NA,0.000561464286
"consensus","different_household",NA,0.0005284474
"consensus","different_household",NA,0.000528420835
"consensus","different_household",NA,0.000528451778
"consensus","different_household",NA,0.000783529752
"consensus","different_household",NA,0.000660802881
"consensus","different_household",NA,0.000462378824
"consensus","different_household",NA,0.000561436889
"consensus","different_household",NA,0.000495386708
"consensus","different_household",NA,0.000693836598
"consensus","different_household",NA,0.00066075871
"consensus","different_household",NA,0.000561548867
"consensus","different_household",NA,0.000462395854
"consensus","different_household",NA,0.000793339833
"consensus","different_household",NA,0.000826368747
"consensus","different_household",NA,0.000726927195
"consensus","different_household",NA,0.000760716625
"consensus","different_household",NA,0.001634752457
"consensus","different_household",NA,0.001634752457
"consensus","different_household",NA,0.001587188375
"consensus","different_household",NA,0.001719567584
"consensus","different_household",NA,0.001719567584
"consensus","different_household",NA,0.001884782916
"consensus","different_household",NA,0.001719524232
"consensus","different_household",NA,0.001686564661
"consensus","different_household",NA,0.001686564661
"consensus","different_household",NA,0.001587167015
"consensus","different_household",NA,0.00165337056
"consensus","different_household",NA,0.001653354911
"consensus","different_household",NA,0.001653354911
"consensus","different_household",NA,0.001686412935
"consensus","different_household",NA,0.001587225731
"consensus","different_household",NA,0.001587225731
"consensus","different_household",NA,0.001984412412
"consensus","different_household",NA,0.001984412412
"consensus","different_household",NA,0.001851896529
"consensus","different_household",NA,0.00185187146
"consensus","different_household",NA,0.001885011864
"consensus","different_household",NA,0.001885011864
"consensus","different_household",NA,0.001719470287
"consensus","different_household",NA,0.001719470287
"consensus","different_household",NA,0.001851753607
"consensus","different_household",NA,0.001851753607
"consensus","different_household",NA,0.001719458507
"consensus","different_household",NA,0.00168641492
"consensus","different_household",NA,0.001951410177
"consensus","different_household",NA,0.001719475121
"consensus","different_household",NA,0.001884971806
"consensus","different_household",NA,0.001686457026
"consensus","different_household",NA,0.002017529468
"consensus","different_household",NA,0.001818711777
"consensus","different_household",NA,0.001818711777
"consensus","different_household",NA,0.001818691214
"consensus","different_household",NA,0.001818691214
"consensus","different_household",NA,0.001434324693
"consensus","different_household",NA,0.001388746171
"consensus","different_household",NA,0.001620744679
"consensus","different_household",NA,0.001488124633
"consensus","different_household",NA,0.002045886717
"consensus","different_household",NA,0.002086187233
"consensus","different_household",NA,0.001986866598
"consensus","different_household",NA,0.001854570647
"consensus","different_household",NA,0.001854570647
"consensus","different_household",NA,0.00198677891
"consensus","different_household",NA,0.002019805827
"consensus","different_household",NA,0.002185256069
"consensus","different_household",NA,0.001986795017
"consensus","different_household",NA,0.001986800959
"consensus","different_household",NA,0.002119485126
"consensus","different_household",NA,0.001986948814
"consensus","different_household",NA,0.001887652541
"consensus","different_household",NA,0.002152356301
"consensus","different_household",NA,0.002116324355
"consensus","different_household",NA,0.002152682479
"consensus","different_household",NA,0.001953851094
"consensus","different_household",NA,0.001953851094
"consensus","different_household",NA,0.001887656383
"consensus","different_household",NA,0.002053121108
"consensus","different_household",NA,0.002219020582
"consensus","different_household",NA,0.002219020582
"consensus","different_household",NA,0.001986925477
"consensus","different_household",NA,0.003738165274
"consensus","different_household",NA,0.000892085241
"consensus","different_household",NA,0.000892085241
"consensus","different_household",NA,0.000858951704
"consensus","different_household",NA,0.000792867686
"consensus","different_household",NA,0.000859075251
"consensus","different_household",NA,0.000859075251
"consensus","different_household",NA,0.000726743051
"consensus","different_household",NA,0.000594805227
"consensus","different_household",NA,0.000594805227
"consensus","different_household",NA,0.000693879818
"consensus","different_household",NA,0.000726939698
"consensus","different_household",NA,0.000627821015
"consensus","different_household",NA,0.000660857169
"consensus","different_household",NA,0.000660847761
"consensus","different_household",NA,0.000561788273
"consensus","same_household","included_transmission",3e-09
"consensus","different_household",NA,0.000330351536
"consensus","different_household",NA,0.000561521524
"consensus","different_household",NA,0.000561521524
"consensus","different_household",NA,0.000495461162
"consensus","different_household",NA,0.000528471058
"consensus","different_household",NA,0.000760212943
"consensus","different_household",NA,0.000660817333
"consensus","different_household",NA,0.000660817333
"consensus","different_household",NA,0.000660816333
"consensus","different_household",NA,0.00066083844
"consensus","different_household",NA,0.000594642222
"consensus","different_household",NA,0.000594642222
"consensus","different_household",NA,0.000627744119
"consensus","different_household",NA,0.000528514083
"consensus","different_household",NA,0.000528514083
"consensus","different_household",NA,0.000561801676
"consensus","different_household",NA,0.000561801676
"consensus","different_household",NA,0.000727122832
"consensus","different_household",NA,0.000727122832
"consensus","different_household",NA,0.000528847223
"consensus","different_household",NA,0.000594465049
"consensus","different_household",NA,0.000594465049
"consensus","different_household",NA,0.000594473752
"consensus","different_household",NA,0.000627531601
"consensus","different_household",NA,0.000660585156
"consensus","different_household",NA,0.000660585156
"consensus","different_household",NA,0.00059453125
"consensus","different_household",NA,0.00059453125
"consensus","different_household",NA,0.000660656244
"consensus","different_household",NA,0.00049540897
"consensus","different_household",NA,0.00049540897
"consensus","different_household",NA,0.000594483323000001
"consensus","different_household",NA,0.000594483323000001
"consensus","different_household",NA,0.000594489616000001
"consensus","different_household",NA,0.000594489616000001
"consensus","different_household",NA,0.000693713621
"consensus","different_household",NA,0.000660559473000001
"consensus","different_household",NA,0.000660559473000001
"consensus","different_household",NA,0.000561553620000001
"consensus","different_household",NA,0.000627527899
"consensus","different_household",NA,0.000627527899
"consensus","different_household",NA,0.000594730131000001
"consensus","different_household",NA,0.000553408948000001
"consensus","different_household",NA,0.000495394638
"consensus","different_household",NA,0.000660568515
"consensus","different_household",NA,0.000495419113
"consensus","different_household",NA,0.000991623903
"consensus","different_household",NA,0.000759734712
"consensus","different_household",NA,0.000759734712
"consensus","different_household",NA,0.000693562449
"consensus","different_household",NA,0.000693562449
"consensus","different_household",NA,0.000825905121
"consensus","different_household",NA,0.00066051509
"consensus","different_household",NA,0.000660505064
"consensus","different_household",NA,0.000660505064
"consensus","different_household",NA,0.00056143333
"consensus","different_household",NA,0.000660640464
"consensus","different_household",NA,0.000561458726
"consensus","different_household",NA,0.000660886811
"consensus","different_household",NA,0.000627572974
"consensus","different_household",NA,0.000627775084
"consensus","different_household",NA,0.000561539588
"consensus","different_household",NA,0.000561485223
"consensus","different_household",NA,0.000561485223
"consensus","different_household",NA,0.000528457233
"consensus","different_household",NA,0.000528457233
"consensus","different_household",NA,0.000561522127
"consensus","different_household",NA,0.000627598253
"consensus","different_household",NA,0.000660631483
"consensus","different_household",NA,0.000660631483
"consensus","different_household",NA,0.000495406177
"consensus","different_household",NA,0.000462397469
"consensus","different_household",NA,0.00046239125
"consensus","different_household",NA,0.00046239125
"consensus","different_household",NA,0.000726916386
"consensus","different_household",NA,0.00049546999
"consensus","different_household",NA,0.00049546999
"consensus","different_household",NA,0.000693804721
"consensus","different_household",NA,0.00049541817
"consensus","different_household",NA,0.00056147444
"consensus","different_household",NA,0.000528407132
"consensus","different_household",NA,0.000594439975
"consensus","different_household",NA,0.000660500305
"consensus","different_household",NA,0.000627492649
"consensus","different_household",NA,0.000462385259
"consensus","different_household",NA,0.000462384259
"consensus","different_household",NA,0.000627564628
"consensus","different_household",NA,0.000462379264
"consensus","different_household",NA,0.000462379264
"consensus","different_household",NA,0.000726646479
"consensus","different_household",NA,0.000594453786
"consensus","different_household",NA,0.00059443316
"consensus","different_household",NA,0.00066053106
"consensus","different_household",NA,0.000690260711
"consensus","different_household",NA,0.000726993711
"consensus","different_household",NA,0.000627693127
"consensus","different_household",NA,0.000693713194
"consensus","different_household",NA,0.000627661862
"consensus","different_household",NA,0.000561466345
"consensus","different_household",NA,0.000528395555
"consensus","different_household",NA,0.000528395555
"consensus","different_household",NA,0.000495409482
"consensus","different_household",NA,0.000561499408
"consensus","different_household",NA,0.00056150322
"consensus","different_household",NA,0.000561498896
"consensus","different_household",NA,0.000660673919
"consensus","different_household",NA,0.000528438004
"consensus","different_household",NA,0.000561479841
"consensus","different_household",NA,0.000561503572
"consensus","different_household",NA,0.000561503572
"consensus","different_household",NA,0.000627816584
"consensus","different_household",NA,0.000627816584
"consensus","different_household",NA,0.000528421187
"consensus","different_household",NA,0.000528414771
"consensus","different_household",NA,0.000594569085
"consensus","different_household",NA,0.000561464286
"consensus","different_household",NA,0.000561464286
"consensus","different_household",NA,0.0005284474
"consensus","different_household",NA,0.000528420835
"consensus","different_household",NA,0.000528451778
"consensus","different_household",NA,0.000783529752
"consensus","different_household",NA,0.000660802881
"consensus","different_household",NA,0.000462378824
"consensus","different_household",NA,0.000561436889
"consensus","different_household",NA,0.000495386708
"consensus","different_household",NA,0.000693836598
"consensus","different_household",NA,0.00066075871
"consensus","different_household",NA,0.000561548867
"consensus","different_household",NA,0.000462395854
"consensus","different_household",NA,0.000793339833
"consensus","different_household",NA,0.000826368747
"consensus","different_household",NA,0.000726927195
"consensus","different_household",NA,0.000760716625
"consensus","different_household",NA,0.001634752457
"consensus","different_household",NA,0.001634752457
"consensus","different_household",NA,0.001587188375
"consensus","different_household",NA,0.001719567584
"consensus","different_household",NA,0.001719567584
"consensus","different_household",NA,0.001884782916
"consensus","different_household",NA,0.001719524232
"consensus","different_household",NA,0.001686564661
"consensus","different_household",NA,0.001686564661
"consensus","different_household",NA,0.001587167015
"consensus","different_household",NA,0.00165337056
"consensus","different_household",NA,0.001653354911
"consensus","different_household",NA,0.001653354911
"consensus","different_household",NA,0.001686412935
"consensus","different_household",NA,0.001587225731
"consensus","different_household",NA,0.001587225731
"consensus","different_household",NA,0.001984412412
"consensus","different_household",NA,0.001984412412
"consensus","different_household",NA,0.001851896529
"consensus","different_household",NA,0.00185187146
"consensus","different_household",NA,0.001885011864
"consensus","different_household",NA,0.001885011864
"consensus","different_household",NA,0.001719470287
"consensus","different_household",NA,0.001719470287
"consensus","different_household",NA,0.001851753607
"consensus","different_household",NA,0.001851753607
"consensus","different_household",NA,0.001719458507
"consensus","different_household",NA,0.00168641492
"consensus","different_household",NA,0.001951410177
"consensus","different_household",NA,0.001719475121
"consensus","different_household",NA,0.001884971806
"consensus","different_household",NA,0.001686457026
"consensus","different_household",NA,0.002017529468
"consensus","different_household",NA,0.001818711777
"consensus","different_household",NA,0.001818711777
"consensus","different_household",NA,0.001818691214
"consensus","different_household",NA,0.001818691214
"consensus","different_household",NA,0.001434324693
"consensus","different_household",NA,0.001388746171
"consensus","different_household",NA,0.001620744679
"consensus","different_household",NA,0.001488124633
"consensus","different_household",NA,0.002045886717
"consensus","different_household",NA,0.002086187233
"consensus","different_household",NA,0.001986866598
"consensus","different_household",NA,0.001854570647
"consensus","different_household",NA,0.001854570647
"consensus","different_household",NA,0.00198677891
"consensus","different_household",NA,0.002019805827
"consensus","different_household",NA,0.002185256069
"consensus","different_household",NA,0.001986795017
"consensus","different_household",NA,0.001986800959
"consensus","different_household",NA,0.002119485126
"consensus","different_household",NA,0.001986948814
"consensus","different_household",NA,0.001887652541
"consensus","different_household",NA,0.002152356301
"consensus","different_household",NA,0.002116324355
"consensus","different_household",NA,0.002152682479
"consensus","different_household",NA,0.001953851094
"consensus","different_household",NA,0.001953851094
"consensus","different_household",NA,0.001887656383
"consensus","different_household",NA,0.002053121108
"consensus","different_household",NA,0.002219020582
"consensus","different_household",NA,0.002219020582
"consensus","different_household",NA,0.001986925477
"consensus","different_household",NA,0.003738165274
"consensus","different_household",NA,0.000892085241
"consensus","different_household",NA,0.000892085241
"consensus","different_household",NA,0.000858951704
"consensus","different_household",NA,0.000792867686
"consensus","different_household",NA,0.000859075251
"consensus","different_household",NA,0.000859075251
"consensus","different_household",NA,0.000726743051
"consensus","different_household",NA,0.000594805227
"consensus","different_household",NA,0.000594805227
"consensus","different_household",NA,0.000693879818
"consensus","different_household",NA,0.000726939698
"consensus","different_household",NA,0.000627821015
"consensus","different_household",NA,0.000660857169
"consensus","different_household",NA,0.000660847761
"consensus","different_household",NA,0.000561788273
"consensus","different_household",NA,0.000330350536
"consensus","different_household",NA,0.000561520524
"consensus","different_household",NA,0.000561520524
"consensus","different_household",NA,0.000495460162
"consensus","different_household",NA,0.000528470058
"consensus","different_household",NA,0.000760211943
"consensus","different_household",NA,0.000660816333
"consensus","different_household",NA,0.000660816333
"consensus","different_household",NA,0.000660815333
"consensus","different_household",NA,0.00066083744
"consensus","different_household",NA,0.000594641222
"consensus","different_household",NA,0.000594641222
"consensus","different_household",NA,0.000627743119
"consensus","different_household",NA,0.000528513083
"consensus","different_household",NA,0.000528513083
"consensus","different_household",NA,0.000561800676
"consensus","different_household",NA,0.000561800676
"consensus","different_household",NA,0.000727121832
"consensus","different_household",NA,0.000727121832
"consensus","different_household",NA,0.000528846223
"consensus","different_household",NA,0.000594464049
"consensus","different_household",NA,0.000594464049
"consensus","different_household",NA,0.000594472752
"consensus","different_household",NA,0.000627530601
"consensus","different_household",NA,0.000660584156
"consensus","different_household",NA,0.000660584156
"consensus","different_household",NA,0.00059453025
"consensus","different_household",NA,0.00059453025
"consensus","different_household",NA,0.000660655244
"consensus","different_household",NA,0.00049540797
"consensus","different_household",NA,0.00049540797
"consensus","different_household",NA,0.000594482323000001
"consensus","different_household",NA,0.000594482323000001
"consensus","different_household",NA,0.000594488616000001
"consensus","different_household",NA,0.000594488616000001
"consensus","different_household",NA,0.000693712621
"consensus","different_household",NA,0.000660558473000001
"consensus","different_household",NA,0.000660558473000001
"consensus","different_household",NA,0.000561552620000001
"consensus","different_household",NA,0.000627526899
"consensus","different_household",NA,0.000627526899
"consensus","different_household",NA,0.000594729131000001
